c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,0.5,0.057444632
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,1.0,0.057444632
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,1.5,0.057444632
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,2.0,0.07244639
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,2.5,0.076706305
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,3.0,0.09295562
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,3.5,0.076706305
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,4.0,0.11455249
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,4.5,0.11221346
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,5.0,0.11221346
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,10.0,0.23288071
c17a1850779f6e7304c95149617238a0f2337a6804ad436ca5ee7ad1fd37f805,120913,20.0,0.3987907
