1000,0.7222222089767456,0.2809633,0.9888888597488403,0.010252085
11000,0.6416666507720947,0.57697046,0.9888888597488403,0.0067839916
21000,0.5805555582046509,0.76460683,0.9861111044883728,0.015092988
31000,0.5444444417953491,0.90742975,0.9916666746139526,0.012045408
41000,0.5333333611488342,0.92886436,0.9916666746139526,0.04106484
51000,0.5694444179534912,0.8247594,0.9833333492279053,0.05813298
61000,0.5805555582046509,0.8008921,0.9833333492279053,0.05464637
71000,0.5777778029441833,0.807218,0.9888888597488403,0.11836131
81000,0.5777778029441833,0.80802095,0.9861111044883728,0.099996224
91000,0.5805555582046509,0.79647577,0.9833333492279053,0.042920943
101000,0.5777778029441833,0.80528045,0.9861111044883728,0.15125453
