ba5e9e92ac367673e6f8c3e981821f4c8467be21bb3d1ff5d8ef43f67b1170cb,29532,1,0.7920489
ba5e9e92ac367673e6f8c3e981821f4c8467be21bb3d1ff5d8ef43f67b1170cb,29532,2,0.8602628
