c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,0.5,0.02763575
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,1.0,0.030230237
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,1.5,0.034278616
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,2.0,0.03402443
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,2.5,0.034782525
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,3.0,0.052087694
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,3.5,0.04506254
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,4.0,0.052087694
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,4.5,0.044463534
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,5.0,0.052087694
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,10.0,0.062035084
c6fe0ff9d1309151aff6a8922ca3c5e0311cbf8dac8285f0963ee96f979a0e42,144780,20.0,0.28944996
