338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,0.5,0.27056357
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,1.0,0.39248094
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,1.5,0.43755725
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,2.0,0.7247151
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,2.5,0.77285415
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,3.0,0.77421755
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,3.5,0.80193466
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,4.0,0.8332162
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,4.5,0.85250115
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,5.0,0.9436815
338c3ef894eafd13d6d338e7c8e3d57b36e57078d3717b722647df81112d17e8,375144,10.0,0.9576905
