8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,0.5,0.0034646778
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,1.0,0.006458592
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,1.5,0.0079820305
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,2.0,0.009145402
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,2.5,0.00803584
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,3.0,0.014685615
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,3.5,0.013487531
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,4.0,0.012823767
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,4.5,0.010803217
8dcebce7ee29ff0bd63e6f09c17a752ff80da2008e70c1dd7f306c971d083b99,128047,5.0,0.020378774
