17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,0.5,0.007944776
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,1.0,0.015954958
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,1.5,0.015954958
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,2.0,0.020132286
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,2.5,0.020132286
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,3.0,0.020214835
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,3.5,0.024816232
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,4.0,0.027148368
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,4.5,0.027950494
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,5.0,0.024816232
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,10.0,0.048292287
17f115c0bab422e8a62684a4db851b585439dc8eec4826c8c84d36022308c188,59664,20.0,0.10094367
