0.5,0.6333333253860474,0.5830189,0.980555534362793,0.010547603
1.0,0.6138888597488403,0.64589745,0.9888888597488403,0.008986304
1.5,0.6499999761581421,0.5557765,0.9888888597488403,0.012158963
2.0,0.6722221970558167,0.44091195,0.9916666746139526,0.0062956833
2.5,0.6499999761581421,0.5404056,0.9861111044883728,0.01141257
3.0,0.6111111044883728,0.66629857,0.9888888597488403,0.0058473297
3.5,0.6555555462837219,0.50214404,0.9888888597488403,0.0039249705
4.0,0.6027777791023254,0.7053955,0.9861111044883728,0.004710784
4.5,0.6472222208976746,0.56610584,0.9944444298744202,0.0053147934
5.0,0.6555555462837219,0.50303495,0.9888888597488403,0.0037035262
10.0,0.6527777910232544,0.53632873,0.9833333492279053,0.0063127317
20.0,0.6833333373069763,0.38497975,0.9861111044883728,0.007399928
