1000,0.9472222328186035,0.047841564,0.9916666746139526,0.0040305974
11000,0.9472222328186035,0.046064585,0.9888888597488403,0.0026117133
21000,0.9527778029441833,0.04217783,0.9916666746139526,0.005965608
31000,0.9111111164093018,0.06348596,0.9944444298744202,0.0036537864
41000,0.8777777552604675,0.09192258,0.9861111044883728,0.0144276945
51000,0.8666666746139526,0.09874662,0.9888888597488403,0.0047162315
61000,0.8333333134651184,0.12840392,0.9888888597488403,0.0049238983
71000,0.8916666507720947,0.07315442,0.9888888597488403,0.008545696
81000,0.8500000238418579,0.118198596,0.9888888597488403,0.008807841
91000,0.894444465637207,0.07271234,0.9972222447395325,0.0071378946
101000,0.8833333253860474,0.08681189,0.9888888597488403,0.0012859042
