'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 0.5, 0.00047758978
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 1.0, 0.00057359505
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 1.5, 0.00059725053
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 2.0, 0.00067479926
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 2.5, 0.0006793435
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 3.0, 0.0008239273
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 3.5, 0.000883798
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 4.0, 0.0011929555
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 4.5, 0.0014444016
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 5.0, 0.0012080306
'c3c530afc2ec2dace42dc2430a10cc5b9a81971ebe590cf9a4f42b16ec34070e', 56568, 10.0, 0.0023781871
