193,11,8,3,0,1,3,3,3,3,3,3,0,1,2,3,3,2,2,1,3,0,3,3,0,0,0,2,1,1,2,0,0,2,3,0,3,2,2,1,1,1,0,2,0,2,3,1,0,1,3,2,1,0,1,0,1,1,2,1,3,0,0,3,0,2,0,2,1,1,0,2,1,2,2,0,2,3,1,0,2,0,3,0,2,0,3,1,3,0,3,1,1,1,0,0,2,2,1,2,3,1,1,0,3,3,0,0,0,1,2,1,3,2,3,2,0,2,0,2,0,1,3,1,3,2,3,0,1,3,1,dd69f0ac0f18c6d10050d68b4d64b35793c780f61f9838d760ad7c5771ae8415,1
18,8,4,3,0,1,1,3,3,1,2,1,1,2,1,3,2,2,2,0,3,2,2,3,0,2,1,3,1,0,0,1,3,0,2,3,3,3,2,2,3,0,3,2,1,3,3,1,0,1,3,1,0,3,2,0,3,0,3,0,3,0,1,3,0,3,0,2,1,2,2,1,2,1,3,3,0,2,3,1,0,1,3,0,1,0,3,1,0,0,3,0,1,1,0,1,2,1,0,0,2,2,0,0,3,2,3,2,0,0,1,3,2,2,2,2,1,2,1,2,1,1,3,2,1,2,1,0,0,1,0,a0ac74c425f9209b5b167bb2305fdb0c2f08bf985addd3a5fc3adbb3a8fa8242,1
227,2,9,0,0,1,2,3,3,2,0,0,0,0,0,1,0,1,3,1,2,1,3,3,0,0,2,3,1,0,1,1,2,2,3,2,3,1,3,2,3,0,3,1,1,2,3,0,0,0,3,2,0,3,1,1,3,1,3,0,2,0,2,1,1,3,3,2,2,2,1,2,1,2,3,3,1,2,3,0,3,0,3,1,0,0,1,2,1,2,1,0,2,2,1,1,3,3,1,2,3,0,0,0,2,3,3,3,2,0,1,2,3,2,0,2,1,0,1,2,2,0,3,2,2,1,1,3,1,0,0,0240e587e2f6119499f7f011eb6328f027ccfe3c2532e65c6971408079bb0181,0
37,10,12,1,1,1,2,3,3,1,3,0,0,0,0,2,0,1,2,1,2,0,2,3,0,0,1,2,0,1,1,0,0,1,2,1,3,0,0,1,1,3,2,2,2,1,3,3,0,2,3,2,2,3,0,0,3,2,3,1,2,1,2,2,3,3,2,0,2,1,2,3,1,3,3,2,0,0,3,0,1,0,2,0,1,2,3,1,3,1,1,3,2,1,1,1,3,3,3,0,2,3,3,1,3,3,0,2,3,0,0,1,3,1,0,2,1,0,0,2,1,2,2,3,2,2,0,3,1,0,0,ffa7d12dcf50cf928dd2a4df05df45d8b5af882bb14dfab1af3173201cecc832,1
227,3,11,2,0,1,2,3,2,2,2,1,0,0,0,2,0,2,2,0,1,0,3,3,0,0,0,3,1,1,1,0,1,2,3,1,3,2,2,3,3,2,2,3,2,3,3,1,0,0,1,1,0,2,1,0,3,0,3,0,2,0,2,3,1,1,3,1,1,1,1,3,2,0,3,3,1,2,3,1,3,0,3,0,0,1,3,2,0,3,1,0,1,2,0,2,1,3,3,2,3,1,0,0,3,3,3,2,0,1,2,2,2,1,1,3,2,0,0,3,2,1,2,0,3,1,2,1,0,2,1,49daa38611aa9451137a3500cf24cdabbe8137f807f519401ca18453e56116d9,0
178,0,8,2,1,0,1,2,3,2,0,1,1,0,3,2,0,1,3,2,2,2,3,3,0,2,2,2,2,3,0,1,0,1,3,1,3,3,2,0,2,2,3,0,1,1,3,1,1,3,3,0,0,3,0,0,3,0,3,2,1,0,2,1,2,0,2,3,3,2,0,3,1,0,3,2,1,2,2,1,3,1,3,0,0,1,3,3,1,1,3,0,0,2,0,1,0,0,2,2,3,0,0,0,2,2,2,1,0,2,1,1,3,2,0,3,1,1,0,3,0,0,1,3,3,2,3,1,2,0,1,1f8a272ac200f86d4ba8b52da1ae19c79019695d08e8876cae3a33b028a590bb,1
131,15,8,2,1,1,2,2,3,2,0,3,0,0,1,2,0,3,2,0,1,0,1,3,0,1,1,3,1,1,0,0,1,0,3,2,3,3,3,3,3,2,1,0,2,3,2,0,1,0,1,2,0,3,1,0,3,0,3,0,1,0,2,1,2,1,3,2,2,2,0,3,2,0,2,3,1,3,3,2,3,0,2,0,1,0,2,2,1,3,1,0,2,0,0,1,2,3,3,0,1,1,0,1,3,2,3,3,0,2,2,2,1,0,2,3,3,0,0,3,2,1,3,1,3,2,2,1,1,1,1,331013a75c14b37b25cd0fea46740472cc4fc81e7697e483495bc1e39a6e899f,0
66,7,2,2,1,2,2,2,3,1,3,1,0,0,3,1,0,2,2,1,3,0,3,3,0,1,0,2,1,1,0,1,1,2,3,0,3,1,3,1,2,3,1,2,0,2,3,1,0,1,3,1,1,2,1,0,3,0,3,1,3,0,3,3,0,3,2,1,1,1,0,3,3,0,3,2,2,2,3,1,3,3,3,0,1,0,3,2,0,0,1,0,0,2,0,1,2,0,1,0,2,1,0,1,2,3,2,2,0,1,3,0,3,2,2,2,3,2,0,3,2,0,2,2,2,2,3,1,0,0,1,23e3e8016b2184649d794150017ce2bed98eea032ef68162ae04cd270fa329fa,1
37,3,10,0,0,2,1,2,3,3,1,2,0,0,0,2,1,3,3,1,1,0,2,3,0,1,1,3,1,2,1,0,2,2,3,1,3,1,2,3,3,1,2,1,0,3,2,1,0,0,2,2,1,2,0,0,3,0,3,0,2,1,3,2,0,1,3,1,1,1,0,3,1,0,3,2,2,2,2,3,3,0,3,0,0,1,3,1,1,2,1,0,0,1,0,1,0,1,3,0,3,2,1,2,3,2,3,2,0,1,3,2,2,2,2,3,3,1,0,3,3,0,3,2,2,0,3,0,0,2,1,130d3c1d3d3c8bbd98c4054d5a8c6951faa075b601213c49eb7991d41c974fd8,0
130,2,11,3,1,1,3,3,3,0,3,1,2,2,2,2,1,2,2,0,2,1,3,3,2,1,0,2,0,0,1,1,1,1,2,0,3,0,0,3,3,0,0,0,3,0,2,2,3,3,2,0,3,0,0,0,1,0,3,1,3,1,0,1,1,0,0,3,1,2,0,3,2,1,3,2,1,2,3,2,1,3,3,3,1,0,3,1,2,0,0,0,0,3,1,2,0,0,0,1,3,2,0,1,2,3,2,1,1,1,1,1,1,2,2,2,3,2,0,3,2,0,2,1,3,3,3,2,1,2,1,c11feaf8c15b3490f20d7042394d8700519d030ba7718bea2f7faddbb2a912ba,1
