100,10,7,1,1,3,2,0,2,2,2,0,2,0,1,2,1,3,3,1,2,3,0,3,3,1,2,2,3,1,0,3,0,1,3,0,3,1,0,3,1,1,3,2,3,0,3,0,0,2,3,0,3,0,0,3,2,2,3,2,1,2,1,1,2,0,2,3,2,1,2,0,2,2,2,3,1,0,2,3,1,1,2,2,0,1,0,3,1,0,0,3,2,3,0,3,1,0,0,0,0,1,1,0,1,3,2,0,1,0,0,1,3,1,1,3,2,1,1,2,2,0,1,3,3,2,3,1,3,2,0
53,11,4,2,0,1,2,0,3,3,0,3,0,1,1,0,1,1,2,2,1,2,3,3,3,0,3,2,3,1,2,0,2,1,2,0,3,3,1,2,2,3,2,1,1,3,2,0,0,2,0,1,3,2,1,3,1,0,3,1,1,0,1,2,0,2,1,1,1,1,3,3,1,0,2,2,3,1,0,2,0,3,2,0,0,0,3,1,3,0,3,2,1,3,1,2,3,0,1,2,0,0,0,2,0,3,3,0,2,0,0,1,1,0,3,2,0,3,2,0,2,2,1,2,3,1,3,3,1,3,2
227,1,10,1,3,1,3,0,3,3,3,0,2,0,1,3,0,3,2,1,2,2,2,3,3,0,2,2,2,1,2,3,0,0,2,1,3,2,2,1,1,3,3,2,3,0,3,2,0,2,1,1,1,0,1,1,1,1,2,2,3,1,0,0,3,0,2,3,3,1,2,0,2,2,1,2,3,0,0,0,0,2,0,2,0,0,2,1,2,0,2,1,3,3,0,3,2,1,2,0,2,3,0,1,1,3,1,0,3,0,1,1,3,1,1,2,2,0,1,1,1,0,0,3,3,3,3,3,1,0,0
212,7,13,1,1,1,3,2,2,3,2,0,2,1,3,2,1,3,2,2,1,1,0,3,3,0,0,3,2,2,1,1,2,0,0,3,3,1,1,1,0,2,2,0,3,0,2,0,1,1,0,0,3,0,1,3,0,2,3,3,3,1,2,0,0,0,2,3,1,1,3,1,1,3,3,1,1,0,2,1,1,1,1,2,2,2,2,2,3,1,1,2,3,3,0,3,0,3,2,0,1,3,0,0,0,3,2,0,2,0,0,2,2,1,0,2,3,1,1,0,0,0,2,3,3,3,3,3,2,2,0
20,6,14,0,0,0,3,3,3,2,2,2,2,2,0,2,3,2,0,2,1,2,3,3,0,1,0,3,2,2,0,0,1,3,2,2,3,0,0,3,0,1,1,3,3,1,2,3,0,0,3,0,2,1,3,0,0,1,1,2,1,1,1,3,1,1,2,3,1,2,1,2,1,0,1,2,0,1,2,0,1,0,3,3,2,2,3,1,3,0,0,2,2,3,0,3,0,2,3,3,0,3,0,3,3,3,1,1,1,3,2,1,1,2,1,1,2,0,1,0,1,1,0,0,3,1,2,2,2,3,0
197,0,8,0,1,0,3,2,3,3,3,1,0,1,0,1,1,3,1,3,2,2,3,3,0,1,0,3,1,2,3,3,0,3,0,0,3,1,2,1,0,2,1,1,3,2,1,3,1,1,3,0,0,0,2,0,1,2,0,3,1,3,0,3,3,0,0,3,1,1,2,0,2,1,2,2,1,0,1,0,2,0,1,2,3,2,2,1,3,0,1,2,3,2,0,2,0,2,3,1,1,3,0,2,3,3,1,2,2,2,2,0,2,2,0,2,3,1,0,1,2,3,1,0,3,0,1,3,2,2,0
129,7,3,3,0,2,3,0,3,1,2,2,0,0,0,1,0,3,2,2,3,3,1,3,1,1,1,1,2,2,0,2,1,0,1,2,3,0,2,1,0,2,0,2,2,2,3,1,0,1,3,1,1,0,1,0,3,1,3,2,2,1,0,1,2,0,2,1,0,0,0,0,0,1,3,2,2,0,3,2,0,1,3,2,0,3,2,3,1,1,3,3,0,3,1,3,2,1,1,2,0,1,0,0,1,3,2,3,0,2,1,2,3,1,2,3,0,1,3,1,0,0,2,3,3,2,3,3,2,2,0
98,9,4,2,1,0,3,3,3,2,3,3,1,0,0,2,1,3,3,2,2,2,3,3,0,1,0,3,0,2,1,3,0,3,2,0,3,0,0,2,0,1,0,0,2,2,3,2,0,2,3,0,0,0,1,2,2,1,2,3,3,3,1,3,0,3,1,1,0,3,0,1,1,1,2,2,0,0,2,1,2,0,3,1,2,0,3,2,1,0,1,1,1,3,0,3,1,2,1,2,0,1,1,0,2,3,2,0,0,0,3,2,2,2,1,3,0,2,1,3,1,3,1,1,3,1,1,2,1,3,0
20,0,9,0,0,1,3,1,2,3,3,0,2,0,1,1,1,3,2,2,3,2,3,3,1,1,0,1,1,2,3,3,0,3,1,0,3,0,3,0,0,0,0,3,3,3,2,3,0,1,2,0,1,0,2,0,2,2,1,2,1,3,0,2,2,0,1,2,1,0,2,1,2,0,1,2,1,1,0,0,3,3,3,1,2,1,3,0,3,1,2,2,3,1,0,3,1,1,2,2,1,3,0,3,3,2,2,2,0,2,3,0,2,1,0,3,2,1,0,2,2,3,2,0,3,3,0,1,1,1,0
20,0,7,0,0,2,3,1,2,2,3,0,1,0,1,3,1,3,3,0,3,3,2,3,3,0,3,1,2,1,1,1,0,0,2,1,3,1,1,1,0,3,2,2,3,0,3,3,0,2,3,1,2,1,0,2,0,1,2,2,1,2,0,1,3,0,3,3,2,0,2,0,3,1,2,2,1,1,0,1,0,1,1,1,1,0,1,3,3,1,1,1,2,3,0,3,2,2,2,0,0,3,0,0,2,3,2,0,2,2,0,1,2,0,0,3,2,1,2,2,0,0,1,3,3,3,3,3,2,2,0
212,14,7,0,0,0,2,2,2,3,3,0,0,1,1,0,1,3,3,3,2,1,3,3,1,1,0,3,0,0,3,3,0,3,0,0,3,0,3,1,1,2,2,0,2,3,2,3,1,0,2,1,1,0,2,1,1,1,2,2,3,3,2,1,1,3,2,1,0,2,2,2,2,0,1,1,1,2,0,2,3,2,3,1,3,0,3,1,2,2,0,1,2,3,0,3,0,1,1,1,2,1,0,0,3,3,0,1,0,1,2,1,0,3,0,2,2,1,1,3,3,3,2,2,3,0,3,2,0,2,0
20,0,9,1,1,1,3,0,3,2,3,1,3,0,2,1,0,3,3,1,3,2,1,3,3,1,0,2,3,0,2,2,1,2,3,1,3,0,0,0,2,2,1,2,3,1,3,0,2,1,3,0,2,0,0,3,2,2,3,2,0,1,0,0,1,2,2,3,2,0,2,0,1,1,2,2,2,0,1,2,1,2,0,1,0,1,0,2,3,0,1,1,1,3,0,3,0,1,3,0,2,1,0,0,0,3,3,2,2,0,2,1,2,3,0,3,2,3,1,1,3,1,0,2,3,3,3,3,1,1,0
193,6,7,2,1,2,3,2,3,0,3,1,1,0,1,2,0,3,1,0,3,3,2,3,3,1,0,2,3,3,2,3,0,0,3,1,3,3,0,3,0,2,0,2,3,2,3,3,0,1,3,1,3,0,2,0,2,0,3,2,2,1,1,1,1,2,0,1,0,1,0,2,1,2,1,2,0,0,2,1,0,1,3,0,1,2,3,1,2,1,2,0,1,2,0,3,3,1,1,1,0,0,2,0,1,3,3,2,0,1,1,1,2,2,0,2,0,0,1,3,2,0,3,2,2,3,2,3,1,2,0
146,3,12,2,2,2,3,2,3,0,3,2,1,0,1,2,2,1,1,1,1,1,3,3,3,2,3,3,3,1,0,1,0,1,3,0,3,2,0,0,0,0,1,2,3,1,3,1,1,0,3,1,0,0,0,0,1,2,3,1,1,0,1,3,3,2,2,0,0,1,1,2,3,3,0,0,2,1,1,1,0,0,3,1,0,1,3,0,0,1,2,0,0,3,3,2,3,3,2,0,3,1,2,0,1,2,2,0,0,3,2,1,3,2,1,3,2,2,0,3,2,0,2,3,2,3,2,1,2,2,1
227,10,15,0,0,0,3,1,2,2,2,1,2,3,0,0,1,3,0,2,1,3,3,3,0,2,0,3,3,0,1,2,0,2,3,2,3,0,3,1,2,0,2,3,3,1,1,1,2,2,2,1,2,1,3,0,0,1,2,1,1,0,3,3,1,3,2,3,3,2,3,2,0,0,1,1,0,1,3,0,0,0,2,3,1,2,2,1,3,0,2,1,3,3,0,2,1,0,2,3,1,1,0,2,2,3,3,1,0,3,2,2,2,1,2,0,1,0,0,1,2,1,1,0,3,1,1,3,0,3,0
115,1,7,0,1,1,3,1,3,0,2,0,3,0,0,2,1,3,2,2,2,3,1,3,3,2,2,0,0,1,3,3,0,0,3,1,3,2,1,2,1,3,2,3,2,0,3,2,0,1,1,1,3,1,1,2,2,0,2,2,1,2,1,1,3,0,2,3,1,0,3,0,1,2,3,1,0,2,2,3,0,2,1,1,2,2,1,3,2,0,0,3,3,3,0,3,1,0,1,0,1,0,0,0,0,3,2,0,2,2,0,3,3,1,0,1,3,1,2,2,0,0,2,3,3,1,1,0,2,3,1
211,0,10,0,2,1,3,2,2,2,2,1,3,1,2,1,1,3,3,1,2,0,0,3,2,1,0,2,3,3,1,1,0,0,1,2,3,1,1,1,1,2,3,2,3,0,2,0,1,2,3,0,3,0,0,3,0,1,3,3,3,2,3,0,0,0,3,2,2,0,2,0,0,1,3,0,2,1,0,1,2,2,3,2,3,1,2,2,0,2,3,1,1,3,0,3,0,1,2,0,2,1,0,0,1,3,2,0,2,0,1,3,3,0,1,2,1,1,1,2,0,0,1,3,3,3,3,2,2,1,0
196,4,10,0,1,1,3,3,1,3,2,0,2,0,3,2,2,2,3,3,2,0,0,3,1,1,0,2,2,2,1,0,1,0,0,3,3,1,1,2,1,2,3,2,3,0,1,1,1,1,0,1,3,1,1,3,0,0,3,3,3,3,2,0,0,0,2,3,0,0,3,1,0,3,3,2,1,0,1,1,1,2,0,2,2,3,2,0,2,2,1,2,1,3,0,3,0,2,2,0,2,3,1,0,0,3,2,2,1,1,0,1,2,1,1,0,3,2,1,0,0,2,2,3,3,3,3,3,1,2,0
131,14,6,1,0,1,2,0,3,3,2,1,3,0,1,2,0,3,3,3,0,3,1,3,3,0,2,1,2,0,1,3,0,0,2,0,3,2,0,3,1,2,2,2,3,0,3,0,0,1,1,0,2,0,1,2,1,2,3,1,3,1,0,1,2,0,2,3,1,0,2,0,2,1,3,3,2,0,2,2,0,1,1,2,0,1,0,3,2,0,1,3,3,3,0,3,2,1,1,0,1,2,2,0,1,3,2,1,1,1,1,2,3,2,1,3,3,1,1,3,0,0,0,3,3,2,3,2,2,2,0
226,13,7,1,0,0,3,2,3,2,2,2,0,2,0,3,2,2,0,1,3,2,3,3,1,1,0,3,0,3,2,0,0,3,2,1,3,2,0,1,2,0,2,0,3,1,3,3,0,2,3,0,0,0,1,1,1,0,2,1,1,1,3,3,3,3,0,3,3,0,2,3,2,2,1,3,2,1,2,1,3,0,2,3,1,1,3,1,3,0,1,0,1,2,2,0,0,3,3,1,0,3,1,2,1,3,2,1,2,1,1,0,1,1,1,2,2,0,0,3,1,0,0,1,3,2,2,2,0,2,0
