165,9,4,1,0,2,0,3,3,3,1,2,1,1,1,1,1,1,3,1,3,2,2,3,0,0,3,3,2,2,0,2,2,0,1,2,3,2,1,3,3,2,2,2,1,3,1,1,0,0,2,3,0,3,3,1,3,0,3,0,1,0,2,2,0,3,3,2,2,1,1,1,2,0,3,3,1,0,0,1,2,0,2,0,3,1,1,2,0,1,2,0,3,2,0,2,1,0,2,0,3,1,0,0,3,3,3,3,1,0,1,2,3,1,3,1,0,0,2,3,1,0,3,2,2,0,0,2,2,0,1
18,7,4,1,1,1,3,2,1,0,2,3,0,0,1,3,0,2,2,2,1,1,3,3,0,3,0,3,1,0,0,0,1,0,2,0,3,1,3,3,2,1,3,2,2,1,3,2,0,3,3,1,2,2,0,1,3,0,3,3,2,0,2,3,1,2,1,2,2,0,2,3,0,1,3,1,1,1,2,0,1,0,3,0,0,1,2,2,2,2,3,0,0,1,0,2,2,1,3,1,0,0,1,0,3,3,3,0,1,2,2,1,3,2,1,3,1,2,0,3,1,1,2,1,3,3,2,0,0,0,1
211,3,10,0,0,3,1,2,3,3,1,2,2,0,1,2,2,3,2,0,3,2,2,3,0,1,2,3,1,0,3,0,2,2,2,0,3,2,2,3,3,2,3,0,0,3,2,1,0,1,3,1,1,3,1,1,3,0,3,0,2,1,2,0,0,2,3,3,2,1,1,3,0,0,3,2,0,1,3,3,3,1,1,1,1,0,3,3,2,1,0,0,0,3,1,1,0,2,3,0,3,1,1,1,3,1,3,2,0,2,2,1,1,0,1,2,2,0,0,2,2,0,3,1,2,0,2,1,0,0,1
116,1,9,2,1,1,2,3,3,2,1,2,1,0,0,3,0,2,3,1,2,2,2,3,0,2,2,3,0,1,0,1,2,2,2,1,3,2,3,3,3,2,3,2,0,3,2,2,0,0,3,2,1,2,1,0,3,0,3,0,1,0,3,0,0,2,3,1,3,2,1,3,1,0,3,3,1,3,1,1,3,0,1,0,0,1,2,3,1,2,1,0,1,2,0,1,0,1,3,0,3,1,0,0,3,1,3,2,0,2,3,2,0,1,0,2,2,0,0,3,2,0,3,2,3,1,1,1,1,0,1
162,7,13,2,0,0,1,0,3,0,2,0,2,0,0,0,1,2,3,1,1,0,3,3,1,0,0,2,0,2,2,2,1,0,3,0,3,2,1,0,2,3,2,1,1,2,3,1,0,3,1,0,1,1,2,0,1,0,3,3,2,0,2,3,2,0,1,1,1,2,1,3,2,1,3,3,2,0,2,3,1,3,3,0,0,0,1,1,2,1,0,1,2,3,0,2,1,1,1,3,3,2,0,1,2,0,2,2,2,3,0,3,1,3,3,3,1,2,3,3,3,0,1,2,2,1,3,3,3,2,0
130,5,0,2,2,0,0,3,3,0,1,2,0,1,2,1,2,2,3,1,3,1,2,3,0,0,3,2,1,2,0,3,2,0,2,2,3,1,2,3,2,2,2,3,0,3,1,1,0,0,3,3,0,3,1,0,3,0,3,0,3,1,3,2,0,1,2,1,1,1,1,1,3,0,2,3,0,1,0,0,1,1,3,0,2,1,1,1,0,1,2,0,3,2,0,2,2,0,2,0,3,0,0,0,3,2,3,1,2,0,2,3,3,1,3,2,0,1,1,3,2,1,3,2,3,2,1,1,1,0,2
18,8,6,3,0,2,0,3,2,3,0,2,0,1,3,2,1,0,3,1,1,3,2,3,0,1,3,3,2,0,1,1,2,0,0,3,3,0,2,3,3,1,3,0,1,1,1,0,0,1,3,2,1,3,0,0,3,2,3,2,2,0,0,3,0,3,1,1,1,1,1,3,2,0,3,3,0,2,3,0,2,1,2,0,1,1,1,2,1,2,1,0,0,1,0,2,1,1,0,0,2,1,0,0,3,3,3,3,2,1,0,2,3,2,1,1,1,1,2,3,2,1,3,2,3,1,2,0,2,0,2
230,4,14,2,0,3,0,3,3,2,1,0,1,0,0,2,2,2,3,1,2,3,2,3,0,2,3,3,3,0,1,3,3,0,2,1,3,1,1,3,3,3,2,0,0,3,2,2,0,0,1,2,0,3,2,1,3,1,1,0,0,1,2,1,0,3,3,3,2,1,2,1,2,0,3,3,1,1,2,0,2,0,2,0,3,0,2,1,1,1,2,0,3,0,0,1,1,1,2,1,2,1,0,2,3,2,3,3,0,1,0,2,3,1,3,0,3,0,2,0,1,1,3,2,0,0,2,1,2,1,1
163,2,14,2,0,2,1,3,3,2,2,0,0,2,2,0,1,1,3,1,2,2,3,3,0,0,2,3,2,1,1,2,3,0,1,3,3,2,2,3,3,1,2,1,2,3,1,0,0,0,2,3,0,3,3,1,3,0,3,0,2,1,0,2,0,2,3,3,3,2,1,1,3,0,3,3,1,0,2,1,1,1,2,0,2,1,1,3,0,1,3,0,2,1,0,2,1,0,1,0,2,2,0,1,3,3,3,3,0,0,1,3,2,1,1,0,0,2,1,3,0,0,3,2,2,1,1,2,0,0,1
195,9,5,1,1,1,1,3,3,0,0,0,0,2,1,1,2,1,2,1,3,2,2,3,0,1,3,3,2,0,0,2,1,0,1,1,3,0,3,3,3,2,2,1,1,3,2,0,1,0,3,2,0,2,3,1,3,0,3,0,3,0,3,3,0,2,3,3,1,2,0,1,1,3,3,2,0,2,1,0,2,0,2,0,2,0,2,2,0,0,2,1,3,3,0,3,1,0,1,1,3,2,0,0,3,2,3,2,2,2,2,1,1,1,3,3,2,1,3,1,1,0,3,2,2,1,2,1,0,0,0
