b30e374605f50d2e76634dc1422652f5e50dbe28f04820005b90fb2ad1f07a37,114332,5,0.06762336
b30e374605f50d2e76634dc1422652f5e50dbe28f04820005b90fb2ad1f07a37,114332,10,0.07852042
b30e374605f50d2e76634dc1422652f5e50dbe28f04820005b90fb2ad1f07a37,114332,20,0.35551012
