index,BasePred,Pred
0,0.02376038208603859,0.99914515
1,0.001088466844521463,0.081414014
2,0.0012707748683169484,0.09303418
3,0.00331670418381691,0.033813972
4,0.00011295334115857258,0.010344162
5,0.019623706117272377,0.5255051
6,0.0027405014261603355,0.1133599
7,0.002068327507004142,0.055973597
8,0.0041528427973389626,0.07069609
9,0.022397207096219063,0.17639466
10,0.011226342059671879,0.9878728
11,0.00451267883181572,0.03230698
12,0.10958454012870789,0.98826146
13,0.008458666503429413,0.28314003
14,0.013350517489016056,0.48135868
15,0.009122430346906185,0.2055619
16,0.002946717431768775,0.09228867
17,0.0004462694050744176,0.020242987
18,0.00020603805023711175,0.016795723
19,0.32220005989074707,0.5780883
20,0.0003147540846839547,0.032548636
21,0.006784701719880104,0.99744135
22,0.6720554232597351,0.9999764
23,0.0049333954229950905,0.071296915
24,0.0027682434301823378,0.039471306
25,0.013002822175621986,0.2975217
26,0.0007441728957928717,0.045738973
27,0.01215176098048687,0.9998541
28,0.0003713016922120005,0.020845776
29,0.0011187051422894,0.029363299
30,0.2797490358352661,0.9215602
31,0.028619596734642982,0.9996915
32,0.005575994960963726,0.115306355
33,0.022626902908086777,0.9987485
34,0.002649553120136261,0.20429736
35,0.004087456036359072,0.99684507
36,0.004697458352893591,0.10906956
37,0.0016730105271562934,0.049126502
38,0.0013095876201987267,0.06002227
39,0.0020091829355806112,0.082079336
40,0.0014679576270282269,0.39195406
41,0.00040587878902442753,0.0061652744
42,0.004817598965018988,0.08083738
43,0.0011488189920783043,0.12033003
44,0.001241730060428381,0.019658033
45,0.011435073800384998,0.29625556
46,0.002758293878287077,0.05643334
47,0.0016986196860671043,0.123789944
48,0.00013935143942944705,0.022712437
49,0.0020989945624023676,0.99384135
50,0.006312084849923849,0.18380687
51,0.019006669521331787,0.25887024
52,0.0012707748683169484,0.090824395
53,0.0003023388853762299,0.1526383
54,0.001433126861229539,0.01725853
55,0.16889651119709015,0.98904955
56,0.7116429805755615,0.79440016
57,0.005192785523831844,0.056330778
58,0.006622609682381153,0.20126833
59,0.000316384102916345,0.0060118935
60,0.20956553518772125,0.67905253
61,0.0003627489204518497,0.006121211
62,0.016581609845161438,0.1657109
63,0.007208941970020533,0.05774107
64,0.008077744394540787,0.30668804
65,0.008282587863504887,0.35551012
66,0.01819007284939289,0.19267872
67,0.000148913444718346,0.004690706
68,0.0030702208168804646,0.061312374
69,0.005413378588855267,0.9960412
70,0.016581609845161438,0.14467002
71,0.12787629663944244,0.3841425
72,0.03046724945306778,0.1836957
73,0.045466065406799316,0.43591237
74,0.007535417098551989,0.088102944
75,0.0006163350772112608,0.02439728
76,0.0033008737955242395,0.33269998
77,0.0014371400466188788,0.048915878
78,0.005133348982781172,0.0946371
79,0.0011187051422894,0.036899425
80,0.0017043233383446932,0.050452054
81,0.04425504803657532,0.79490316
82,0.004697458352893591,0.14230174
83,0.0014371400466188788,0.0445744
84,0.019769448786973953,0.9994316
85,0.015275388024747372,0.12631872
86,0.0051547205075621605,0.04688663
87,0.004444961901754141,0.16596018
88,0.005596303381025791,0.12898281
89,0.049442362040281296,0.58127886
90,0.0020919633097946644,0.0931242
91,0.0032743921037763357,0.1916381
92,0.013211160898208618,0.07544807
93,0.004835585597902536,0.111221
94,0.003906333353370428,0.05924206
95,0.0084574269130826,0.48576367
96,0.0011187051422894,0.020300178
97,0.0017461476381868124,0.040847585
98,0.009105954319238663,0.44263643
99,0.002568713389337063,0.06537629
100,0.09163638949394226,0.84099406
101,0.003126539057120681,0.18874238
102,0.03503692150115967,0.57599676
103,0.00209771073423326,0.06578606
104,0.0017662838799878955,0.043211773
105,0.0013949109707027674,0.04866062
106,0.005899128038436174,0.21572027
107,0.004256327170878649,0.31881356
108,0.0023108930326998234,0.11330382
109,0.008013123646378517,0.23825012
110,0.02545856311917305,0.11113475
111,0.0043098521418869495,0.16838375
112,0.48800310492515564,0.9999071
113,0.09163638949394226,0.82825315
114,0.06550485640764236,0.77922904
115,0.00021937364363111556,0.018273043
116,0.012833972461521626,0.33460042
117,0.0005913861677981913,0.014139108
118,0.0009525801870040596,0.058686744
119,0.003153624013066292,0.09889752
120,0.000844365160446614,0.021779496
121,0.017832456156611443,0.13621075
122,0.0030702208168804646,0.096801236
123,0.015457558445632458,0.36327365
124,0.018601542338728905,0.5951978
125,0.1301744282245636,0.5670811
126,0.15113987028598785,0.41094664
127,0.0023442485835403204,0.05493031
128,0.010220316238701344,0.0848332
129,0.005182283464819193,0.9928944
130,0.003576358314603567,0.016987039
131,0.041693054139614105,0.29501665
132,0.0002540074347052723,0.006521687
133,0.0015122628537937999,0.018349664
134,0.005725765135139227,0.39172465
135,0.0015655176248401403,0.13666594
136,0.0452355332672596,0.6134058
137,0.004402271471917629,0.049064737
138,0.028485748916864395,0.30639717
139,0.009904276579618454,0.18922533
140,0.0009545175125822425,0.97709656
141,0.17944487929344177,0.91524297
142,0.015982741490006447,0.37259197
143,0.001969830133020878,0.0636867
144,0.002457258990034461,0.1441033
145,0.00038239636342041194,0.038214438
146,0.0010286375181749463,0.0611964
147,0.001274768146686256,0.06159905
148,0.001969830133020878,0.0763271
149,0.028113441541790962,0.99977607
150,0.004561523906886578,0.12457102
151,0.5091244578361511,0.9987821
152,0.00022931663261260837,0.003094525
153,0.0013283670414239168,0.0695736
154,0.017065197229385376,0.06586469
155,0.0004663245636038482,0.10861773
156,0.020193366333842278,0.21203743
157,0.007627278566360474,0.073711246
158,0.0007988304714672267,0.04595634
159,0.001274768146686256,0.07920518
160,0.00024066284822765738,0.052930657
161,0.018021682277321815,0.197176
162,0.0004329188377596438,0.025197756
163,0.001969830133020878,0.09112904
164,0.01879664696753025,0.33050418
165,0.0014529686886817217,0.013618011
166,0.0011705226497724652,0.05226955
167,0.0014649174408987164,0.052852433
168,0.0021306441631168127,0.016103841
169,0.04256797581911087,0.5795009
170,0.0007127135177142918,0.0047037737
171,0.0007752185338176787,0.009850921
172,0.22679400444030762,0.909358
173,0.016593830659985542,0.62937385
174,0.0007616683724336326,0.055363435
175,0.019980695098638535,0.9997756
176,0.0015412765787914395,0.106440105
177,0.09163638949394226,0.8517809
178,0.004903211258351803,0.17756641
179,0.00020939117530360818,0.043084037
180,0.000525820127222687,0.03312923
181,0.00017061344988178462,0.006951997
182,0.001954733394086361,0.05346926
183,0.0014371400466188788,0.03997277
184,0.002823642222210765,0.11086652
185,0.043554287403821945,0.5583795
