index,BasePred,Pred
0,0.02376038208603859,0.9962426
1,0.001088466844521463,0.03729563
2,0.0012707748683169484,0.056659665
3,0.00331670418381691,0.012127588
4,0.00011295334115857258,0.0022575455
5,0.019623706117272377,0.3501574
6,0.0027405014261603355,0.016696395
7,0.002068327507004142,0.029421661
8,0.0041528427973389626,0.027397128
9,0.022397207096219063,0.1317251
10,0.011226342059671879,0.9576256
11,0.00451267883181572,0.01653182
12,0.10958454012870789,0.9288805
13,0.008458666503429413,0.12225852
14,0.013350517489016056,0.40249774
15,0.009122430346906185,0.14825326
16,0.002946717431768775,0.051378362
17,0.0004462694050744176,0.01560371
18,0.00020603805023711175,0.0061230194
19,0.32220005989074707,0.4805606
20,0.0003147540846839547,0.008840647
21,0.006784701719880104,0.8713801
22,0.6720554232597351,0.9998137
23,0.0049333954229950905,0.034624133
24,0.0027682434301823378,0.015519173
25,0.013002822175621986,0.24504615
26,0.0007441728957928717,0.032688856
27,0.01215176098048687,0.9894939
28,0.0003713016922120005,0.006896065
29,0.0011187051422894,0.022131568
30,0.2797490358352661,0.7673053
31,0.028619596734642982,0.9656155
32,0.005575994960963726,0.04776962
33,0.022626902908086777,0.9897647
34,0.002649553120136261,0.13714941
35,0.004087456036359072,0.93567204
36,0.004697458352893591,0.014026431
37,0.0016730105271562934,0.029332474
38,0.0013095876201987267,0.022208923
39,0.0020091829355806112,0.04208025
40,0.0014679576270282269,0.08219792
41,0.00040587878902442753,0.0036991902
42,0.004817598965018988,0.043583877
43,0.0011488189920783043,0.0610138
44,0.001241730060428381,0.010068629
45,0.011435073800384998,0.16111957
46,0.002758293878287077,0.013950815
47,0.0016986196860671043,0.086946234
48,0.00013935143942944705,0.0100844065
49,0.0020989945624023676,0.94072735
50,0.006312084849923849,0.093208246
51,0.019006669521331787,0.22529781
52,0.0012707748683169484,0.061330225
53,0.0003023388853762299,0.017717492
54,0.001433126861229539,0.011186007
55,0.16889651119709015,0.9200602
56,0.7116429805755615,0.78034955
57,0.005192785523831844,0.03894884
58,0.006622609682381153,0.18639666
59,0.000316384102916345,0.003175912
60,0.20956553518772125,0.66968715
61,0.0003627489204518497,0.0031957212
62,0.016581609845161438,0.13557795
63,0.007208941970020533,0.035287634
64,0.008077744394540787,0.1690894
65,0.008282587863504887,0.07852042
66,0.01819007284939289,0.11913841
67,0.000148913444718346,0.0018745272
68,0.0030702208168804646,0.0277807
69,0.005413378588855267,0.95609903
70,0.016581609845161438,0.11019272
71,0.12787629663944244,0.26442736
72,0.03046724945306778,0.14116548
73,0.045466065406799316,0.32125345
74,0.007535417098551989,0.08229258
75,0.0006163350772112608,0.013335201
76,0.0033008737955242395,0.047284693
77,0.0014371400466188788,0.017082963
78,0.005133348982781172,0.036562655
79,0.0011187051422894,0.021188777
80,0.0017043233383446932,0.03335783
81,0.04425504803657532,0.442697
82,0.004697458352893591,0.02585527
83,0.0014371400466188788,0.03147339
84,0.019769448786973953,0.99547386
85,0.015275388024747372,0.09196466
86,0.0051547205075621605,0.042349298
87,0.004444961901754141,0.081498586
88,0.005596303381025791,0.0912934
89,0.049442362040281296,0.53169906
90,0.0020919633097946644,0.09149889
91,0.0032743921037763357,0.1442585
