227,5,1,2,0,3,0,3,3,2,1,2,1,1,0,1,0,2,3,1,2,3,1,3,0,0,3,3,2,0,2,2,2,0,2,3,3,2,1,3,3,3,3,1,1,2,0,1,0,0,2,3,1,3,3,0,3,0,2,0,3,0,3,1,0,3,3,2,2,1,1,2,1,1,3,3,1,3,2,0,2,1,1,0,3,0,2,2,1,1,2,0,2,0,0,2,1,0,2,0,2,1,0,0,3,2,3,3,0,2,0,2,2,1,3,1,3,1,2,1,1,0,3,1,1,0,1,0,2,0,1,171c716c8617b9b0ce9011bcb3fe0852747431b6910b9df276d8c21437599665,1
69,14,10,1,0,1,2,2,3,2,3,1,0,0,0,2,1,3,2,1,2,1,2,3,0,0,1,3,0,0,1,0,0,0,3,1,3,2,1,3,2,3,2,2,1,1,2,3,0,1,3,3,2,3,0,0,3,1,3,0,2,0,2,1,2,3,3,1,1,1,2,3,0,2,3,2,0,1,3,2,3,0,2,0,0,0,3,3,2,2,1,1,1,0,0,0,3,2,3,0,3,3,3,1,3,3,2,2,3,1,1,1,2,1,1,2,1,0,0,3,1,1,2,2,2,0,0,2,0,0,1,021498b27a357971b2ceb179b89b9ffc4963cd6b489067cba30aa62fcfed82b9,1
86,11,14,2,1,0,3,3,3,2,3,0,1,0,0,0,0,3,0,0,2,1,3,3,0,3,0,2,2,1,3,1,2,2,1,2,3,2,1,2,0,3,1,2,0,0,3,2,0,1,3,2,1,3,2,0,1,3,1,0,1,1,1,1,2,3,0,3,0,1,2,1,2,2,0,1,1,0,1,0,1,0,0,0,1,1,0,1,3,0,1,1,3,3,2,2,3,0,3,3,3,3,0,1,3,3,3,3,2,2,2,1,2,0,1,1,0,2,2,0,2,0,3,2,3,2,2,3,2,1,2,ee090c9008af2d95dc444e1273f0c8094715421243af883bfdefacae721788df,1
4,3,10,2,0,1,2,3,3,2,0,2,0,0,1,3,0,3,2,1,1,2,2,3,0,2,1,3,1,0,1,1,1,1,3,2,3,1,3,2,3,2,3,1,1,3,2,2,1,1,3,1,0,1,0,0,3,0,3,0,2,0,3,0,3,0,3,2,3,0,0,3,0,0,3,3,2,3,3,1,3,0,0,0,0,0,3,3,1,3,2,0,0,2,2,1,0,1,3,1,2,1,0,1,2,2,1,3,1,2,2,2,1,2,1,2,2,2,0,3,1,0,3,2,2,1,2,1,0,0,1,9b83b9ad2d8a207e293f1a545e5d59598ced7fb6da33e3716b2804f6464ddb12,1
18,11,5,1,1,1,0,2,3,2,3,3,1,0,1,1,1,3,3,2,1,3,3,3,0,0,0,3,1,0,1,2,0,2,3,0,3,3,3,3,1,2,3,0,0,2,2,3,3,1,3,1,0,1,0,0,3,0,3,2,3,0,3,2,1,2,2,1,2,0,0,3,1,0,3,2,2,2,3,2,3,1,3,0,1,1,3,1,1,3,2,0,0,1,0,2,0,1,1,2,3,2,0,0,2,3,0,0,0,0,1,0,2,2,1,1,2,1,1,3,2,2,2,2,2,2,1,1,0,0,2,b5ba07e70ae8556d29e5fee3224179de1a1a2a40cae14ff11113da4edce4ab3f,1
243,3,12,2,0,2,3,2,3,2,1,1,0,0,2,1,0,2,2,0,1,2,3,3,0,0,1,3,2,0,2,0,0,3,2,1,3,1,3,3,3,1,3,0,0,3,2,2,0,0,3,1,1,2,1,0,3,0,3,0,3,1,2,1,2,1,3,2,3,0,0,3,0,0,3,3,1,3,3,2,3,1,2,0,1,0,3,2,1,1,1,0,1,2,0,1,1,1,2,0,3,2,0,2,2,2,2,3,0,2,2,1,0,2,1,3,2,1,0,3,1,1,3,3,3,1,2,1,0,0,1,e4612ea29cf737bdef61dbc87a5b711f45f4263c28fe820d0a656004c9b59174,1
178,15,11,3,1,0,2,2,3,3,1,1,0,0,2,2,0,2,3,1,1,2,3,3,0,3,0,3,0,1,0,2,0,0,3,0,3,3,2,1,2,0,3,2,1,3,3,2,0,2,3,1,1,1,0,0,3,0,3,1,2,0,2,1,1,1,3,2,3,1,0,3,2,1,3,3,2,2,2,2,2,0,3,1,0,1,3,3,0,2,1,1,0,2,0,0,1,0,3,1,3,0,0,1,1,3,3,0,0,3,2,2,2,1,1,3,2,2,2,3,2,0,1,1,1,2,2,0,1,0,1,2294083a6c4021405ad66e41145b474795bdbfc12006b1399f1c3d78cb68c7cb,1
130,12,8,1,0,2,0,3,3,1,1,2,0,2,0,3,0,3,2,0,3,3,3,3,0,2,1,3,1,0,1,2,2,0,3,1,3,2,1,3,3,2,2,2,0,2,2,1,0,1,3,2,1,3,1,0,3,0,3,0,3,2,2,1,0,3,1,2,1,0,1,2,2,1,3,2,0,2,3,0,1,0,3,0,2,1,3,2,3,0,2,0,2,3,1,1,1,0,2,1,2,1,1,0,1,2,3,3,0,0,3,0,3,3,1,2,1,2,1,2,1,0,3,0,1,2,3,1,0,0,0,956663ec07188f2399e28584edc6e560af889aec9214df266ee5b48216bcaac0,1
85,14,8,1,0,1,3,2,3,2,3,1,0,0,1,3,0,3,2,1,2,1,2,3,0,0,0,3,0,0,1,0,0,1,2,1,3,1,1,3,2,3,2,2,1,2,2,3,0,1,3,3,2,3,0,0,3,1,3,0,2,0,2,1,2,3,3,1,1,2,2,3,1,2,3,2,0,1,3,2,3,0,2,0,0,1,3,2,3,1,1,1,1,0,0,0,3,2,3,0,2,3,3,1,3,3,2,2,3,1,1,0,2,1,1,2,1,0,0,3,1,0,2,2,2,0,0,2,0,0,1,34bd384ab0dbd317cd959a035d994cd607f7fc98ac1dfbe775a1e26c9c4a5f8a,1
82,11,5,1,3,0,0,1,3,2,2,2,1,1,0,3,0,0,0,1,1,3,2,3,1,1,0,2,0,2,3,0,1,2,2,2,3,1,1,1,3,3,1,3,2,1,3,2,1,0,2,3,0,2,0,0,1,1,2,2,1,1,1,2,3,3,1,1,3,0,3,2,2,3,3,1,0,2,2,0,2,1,3,0,0,0,3,2,3,0,2,0,0,1,0,2,3,0,3,3,0,3,0,0,1,1,3,2,3,2,0,3,1,3,2,1,3,2,0,3,2,0,3,1,1,2,2,0,1,2,0,2a1efec0e301b62c34668cfbd53766a4cd753384100e2e390451b162ed5e0196,1
181,9,6,2,0,3,0,3,3,2,1,2,1,2,0,1,1,1,3,1,2,3,2,3,0,0,3,3,3,1,2,3,3,0,3,3,3,2,0,3,3,2,2,0,1,2,0,2,1,0,1,3,0,3,2,0,3,0,2,0,2,0,2,0,0,3,3,2,2,1,2,1,2,1,3,3,1,2,2,0,2,2,0,0,3,1,2,2,1,1,1,0,3,1,0,2,1,1,1,0,3,1,0,0,3,2,3,3,0,0,0,3,3,1,1,1,2,1,2,2,1,0,3,2,1,0,1,0,1,0,1,7c739df38e6964dc6fb0759a9017fa2a7ac3db957c06d81781d4abcfca6ab11f,1
18,10,6,2,0,2,1,3,3,1,3,0,1,2,1,2,2,1,3,2,3,3,3,3,0,0,1,3,1,2,0,1,3,0,1,3,3,2,2,3,2,1,3,1,1,2,2,0,0,2,3,1,1,3,1,0,3,0,3,0,3,0,0,2,0,2,2,3,1,2,2,2,3,1,3,3,0,2,3,0,1,0,3,1,2,0,2,1,1,0,2,0,1,2,0,1,0,0,1,0,1,2,0,1,3,3,3,2,0,0,1,3,3,1,1,1,0,2,2,2,1,1,3,0,1,3,2,0,0,2,0,67a9172878776f59d4e5710feb8ce1eee84afc1044fb546abc490b4a0107f7da,1
